route_id,stop_id,stop_name,stop_sequence,distance_to_next_stop,travel_time_to_next_stop
11W-202,7135-b1ba3584,Rainbow Bridge/Karangahape Road,36,0.2948658327633008,0.5833333333333334
11W-202,7133-173774ea,Pitt Street,37,0.2905486919238661,0.75
11W-202,7061-10099e39,Queen Street/Myers Park,38,0.3086253188226208,0.6
11W-202,7059-607e2a63,Auckland Town Hall,39,0.4152895695604443,0.8
11W-202,7053-154c6c71,Wellesley Street,40,0.3540756581131101,0.6833333333333333
11W-202,7049-24767414,Vulcan Lane,41,,
321-202,1338-dcbe2e52,Quay Street,1,0.40630279075402514,1.7166666666666666
321-202,7140-40c91a0c,Anzac Avenue/Beach Road,2,0.48258680196398696,1.8
321-202,7146-d3bc243f,Stop B Waterloo Quadrant,3,0.29186949103919857,1.05
321-202,1096-83f5e701,University of Auckland,4,0.7752790805594728,2.533333333333333
321-202,7282-2f1160dd,Auckland Hospital Gate 4,5,0.27349115410039837,1.25
321-202,7228-0bb6f9ba,Park Road/Auckland City Hospital,6,0.49225812797272245,1.55
321-202,7230-e5a8431b,Grafton Station,7,0.22203004336298712,0.7
321-202,8612-906a5944,St Peters College,8,0.28694412523057977,0.9
321-202,8614-202e45de,Auckland Grammar School,9,0.25002400013534076,0.8166666666666667
321-202,8616-96029388,Clive Road,10,0.1776879694440307,0.5666666666666667
321-202,8618-a0686843,Mercy Hospital,11,0.2568994733232873,0.8
321-202,8620-777779dc,Albury Avenue,12,0.2079213549615373,0.65
321-202,8622-7c5e04aa,Sharpe Road,13,0.23687491398071975,1.1166666666666667
321-202,8606-2cf0e9ae,Kipling Avenue,14,0.49675423991130035,1.5166666666666666
321-202,8608-81f21ceb,Epsom Avenue,15,0.30178002181869573,0.9666666666666667
321-202,8610-5a83008f,Kohia Terrace School,16,0.5532824418316606,1.85
321-202,8854-f3ba0ff9,Epsom Normal Primary School,17,0.18122751663819447,0.75
321-202,8064-d65bcd7e,The Drive,18,0.38947416812687646,1.2166666666666666
321-202,8066-e78819ac,Manukau Road,19,0.4085805845011921,3.2333333333333334
321-202,1097-9a3c48be,Greenlane Clinical Centre Main Entrance,20,0.2157530331464564,0.7666666666666667
321-202,8068-32a47d37,Outside Greenlane Clinical Centre,21,1.1574212828522303,3.0
321-202,8070-963e9025,Green Lane West/Great South Road,22,0.46617452331373405,1.4
321-202,7616-5d91fe89,Matai Road,23,0.5931228880127274,1.5333333333333334
321-202,7500-f170b65f,St Mary's Catholic School,24,0.2073278453466367,0.5333333333333333
321-202,7502-2f806f7e,Kalmia Street,25,0.20697906982182193,0.5666666666666667
321-202,1745-ddfe3bb8,Stop D Ellerslie,26,0.3893314554083399,1.3166666666666667
321-202,7620-1a14fce8,One Tree Hill College,27,0.7523556724487365,1.9166666666666667
321-202,7622-3a9bf171,Green Park Road,28,0.5980371988396088,1.6333333333333333
321-202,7624-2916a36b,Penrose Station/Great South Road,29,0.3055379944598237,0.8333333333333334
321-202,1882-ac5b53a4,Penrose Road/Great South Road,30,0.2401543795268778,0.6666666666666666
321-202,1602-3cdef141,Holloway Place,31,0.8964507836199964,2.3333333333333335
321-202,8858-49e2078a,Church Street East,32,0.31690797916949137,0.8166666666666667
321-202,7630-a9f8718c,Southdown Lane,33,0.2662266401713076,0.7166666666666667
321-202,1354-0c1786ac,Mutukaroa/Hamlins Hill,34,0.6518413518034097,1.7166666666666666
321-202,7632-6b0e3755,Great South Road/Vestey Drive,35,0.27443423608971934,0.7166666666666667
321-202,7634-2e9e091c,Mount Richmond Drive,36,0.3396464375363241,0.8833333333333333
321-202,1352-2653dabc,Otahuhu/Mount Richmond,37,0.28306070200992217,0.75
321-202,7636-7dc71970,Great South Road/Portage Road,38,0.19777550075126266,0.5166666666666667
321-202,7638-02bf2c3a,Hauiti Road,39,0.24209020771727113,0.6333333333333333
321-202,1348-52ae063c,Huia Road,40,0.2735800604162839,0.8833333333333333
321-202,1350-c09cf078,Atkinson Avenue,41,0.2875976890758029,1.2
321-202,1355-72782936,Stop A Otahuhu Town Centre,42,0.2580500809234835,0.6833333333333333
321-202,7025-f2894a7d,Otahuhu Library,43,0.7097980005752661,2.3
321-202,1773-786db5ce,Stop C Otahuhu Station,44,0.35322148385243085,2.2666666666666666
321-202,2014-2d0d6645,Lippiatt Road,45,0.3454358572491731,1.1333333333333333
321-202,2496-0e2a2d1f,Middlemore Road,46,0.6370447768838191,1.7833333333333334
321-202,6505-3ece98e3,Kings College,47,0.5892051278539715,1.5
321-202,2005-b39cf748,Middlemore Station and Hospital,48,,
933-203,4158-8e92b6de,Beach Haven Wharf,1,0.16921556444579777,0.48333333333333334
933-203,4156-06cbf43a,Rambler Crescent,2,0.3297330780094846,0.8666666666666667
933-203,4154-7e345d78,Cresta Avenue,3,0.14322898244027366,0.38333333333333336
933-203,4152-fff9169b,Rangatira Road,4,0.282408939065848,0.7666666666666667
933-203,4160-a31e33ba,Shepherds Park,5,0.3200319477882978,0.7166666666666667
933-203,4045-e42aa262,Maria Assumpta Catholic Church,6,0.24396170417017626,0.8
933-203,4162-cd16a9b1,Lancaster Road,7,0.46997619881031255,1.2666666666666666
933-203,4204-e43ac77d,Lauderdale Road,8,0.42280155947706133,1.2666666666666666
933-203,4393-9015d834,McPhail Street,9,0.3825044385449715,1.0166666666666666
933-203,4391-03c3e07b,Lauderdale Road/Eskdale Road,10,0.1988239709058079,0.5666666666666667
933-203,4218-14d882e1,Verbena Road,11,0.5207356151555634,1.5166666666666666
