route_id,stop_id,stop_name,stop_sequence
148-206,5704-8e215c4d,Lincoln Road/Universal Drive,9
148-206,5706-c09bdb03,Daytona Reserve,10
148-206,5930-a1619920,Stop G Lincoln Bus Interchange,11
148-206,5905-97f7e250,Stop C Lincoln Bus Interchange,12
313-221,6955-d08738e8,Mangere Town Centre,1
313-221,6626-99ecc68e,Mangere Baptist Church,2
313-221,2258-ff10dad4,Ashley Avenue,3
313-221,2302-33474d93,Jacueline Place,4
313-221,6453-277c5f8f,Henwood Road/Massey Road,5
313-221,6455-f79b6850,Winthrop Way,6
313-221,6457-e52dcb84,Haddon Street,7
313-221,6451-a837b1ac,Haddon Street/Raglan Street,8
313-221,2256-69c8a60f,Cheviot Street,9
313-221,6446-7f2a1a42,Walden Place,10
313-221,6448-66acd6b6,Claude Avenue,11
313-221,6980-0ab1c3e9,Claude Avenue/Aorere College,12
313-221,6469-80376d88,Caringbah Drive,13
313-221,6467-dd2278fc,Hillcrest Road,14
313-221,6465-4406f7d2,Daphne Road,15
313-221,2449-837f24ec,Robert White Softball Park,16
313-221,6464-d00866db,P.I.C. Manukau,17
313-221,6477-5d7f32c2,Hill Road,18
313-221,2381-e4efe052,Stop B Papatoetoe Station,19
313-221,6482-34cac985,Coronation Road/Shirley Road,20
313-221,6520-bdd68526,Papatoetoe Town Hall,21
313-221,6746-7adae3fb,Papatoetoe Library,22
313-221,6550-8b472669,Wallace Road/Fairview Road,23
313-221,6552-c267e75c,Grande Vue Road,24
313-221,6554-4ef37196,Wallace Road/Puhinui Road,25
313-221,6561-a7453de6,Ranfurly Road,26
313-221,6546-4c0ffbdd,Brett Avenue,27
313-221,2304-29fc1b03,Plunket Avenue/Cavendish Drive,28
313-221,2268-43aaffc5,Plunket Roundabout,29
313-221,6910-79f475f5,Plunket Avenue/Wiri Station Road,30
313-221,6917-8d43c5a6,Hobill Avenue,31
313-221,1809-d9f83fa7,Bay 9 Manukau Bus Station,32
25L-202,7058-d68c50d8,Aotea Square,1
25L-202,7128-d8460fc5,Wakefield Street,2
25L-202,7160-bdff3da3,Stop B Grafton Bridge,3
25L-202,7168-27503fd0,Symonds Street/Upper Symonds Street,4
25L-202,8500-b8198a83,Powerstation,5
25L-202,8502-39116aa8,Akiraho Street,6
25L-202,8400-67e2c850,Mount Eden Road,7
25L-202,8402-ac44b63f,Ficino School,8
25L-202,8404-b0f0f8aa,Horoeka Avenue,9
25L-202,8406-7607ced1,View Road/Dominion Road,10
25L-202,8408-2ebe0702,Bellevue Reserve,11
25L-202,8410-6a414804,Stop B Valley Road Shops,12
25L-202,8412-77306d11,Ballantyne Square,13
25L-202,8414-e7c5faa2,Mount Eden Methodist Church,14
25L-202,8416-8063278c,St Albans Church,15
25L-202,8418-58f4e77f,Balmoral Shops,16
25L-202,8420-816efaf3,Halesowen Avenue,17
25L-202,8422-4aa8670e,Landscape Road,18
25L-202,8424-87b4d68c,Kings Road,19
25L-202,8426-9dd1b481,Louvain Avenue,20
25L-202,8428-082f5f3f,Mount Roskill Shops,21
25L-202,8430-8b225e90,Memorial Avenue,22
25L-202,8432-909f1e89,Denbigh Avenue Roundabout,23
25L-202,8434-da6f7f18,Puketapapapa,24
25L-202,8436-f5906593,Youth Street,25
25L-202,8438-c98268ba,Mount Roskill Fire Station,26
25L-202,8442-d8c0df96,Dominion Road/Richardson Road,27
25L-202,8444-110b9c21,Budgen Street,28
25L-202,8446-ca017079,Glass Road,29
25L-202,8448-13838ac9,Glenveagh Drive,30
25L-202,8450-22f69f79,Hillsborough Heights Village,31
25L-202,8672-8b527f5a,Cape Horn Road,32
25L-202,8674-6b61fff2,James Tyler Crescent,33
25L-202,8676-d802785e,Canberra Avenue,34
25L-202,8678-6028868a,Oriana Avenue,35
25L-202,8680-4bf39be1,Halsey Drive,36
25L-202,8682-20c52327,Manukau Domain,37
25L-202,8684-329db59f,Himalaya Crescent,38
25L-202,8686-0cebd575,Iberia Place,39
25L-202,8688-728f8af8,Commodore Drive,40
25L-202,8690-f0346b7c,The Avenue,41
25L-202,7139-e360d6b5,Lynfield Reserve,42
RBSX-402,1793-29934674,Stop C Puhinui,1
RBSX-402,7401-a5e03a87,Stop E Newmarket Station,2
RBSX-402,7017-6e27ec87,Stop B Britomart Queens Arcade,3
985-221,4984-7e5d17d4,Stop D Hibiscus Coast,1
985-221,4835-5c329df9,Silverdale Rugby Club,2
985-221,4502-ada3e6f9,Silverdale Shops,3
985-221,4501-e031afd0,Silverdale Centre,4
985-221,4549-0cf4713f,Stella Maris Lane,5
985-221,4544-b56197ea,Millwater Shops,6
985-221,4546-5dd42967,Manuel Road,7
985-221,4548-b5a96ccc,Madison Terrace,8
985-221,4550-fb0e6ef3,Prospect Terrace,9
985-221,4556-6090507e,Blake Greens,10
985-221,4579-36218d67,Godfrey Drive,11
985-221,4560-79f94f26,Flavell Drive,12
985-221,4562-327755be,Chesterfield Way,13
985-221,3688-e0b388cd,Evelyn Page Retirement Village,14
985-221,4819-9831e6bf,Westhoe Road,15
985-221,4817-4fa4adb5,Centreway Road/Orewa Shops,16
985-221,4815-cb652b28,St Andrews Presbyterian Church,17
985-221,4831-0b8bcab5,Moana Avenue/Orewa Shops,18
353-205,6231-190b2aaa,Stop A Botany Town Centre,1
353-205,6294-ccdb6518,Countdown Botany,2
353-205,6296-473fe125,The Hub,3
353-205,6137-efe1e5a5,Burswood Drive,4
353-205,2317-57996449,Nandina Avenue,5
353-205,6369-0158cab3,Harris Road/Neales Road,6
353-205,6367-da43ac30,Crooks Road,7
353-205,6293-5bb256b9,Lady Ruby Drive,8
353-205,2333-d263c632,25 Springs Road,9
353-205,6945-a6501128,Valder Avenue,10
353-205,6353-a1249ae8,Birmingham Road,11
353-205,6335-f8c4ec9f,Preston Road/East Tamaki Road,12
353-205,6333-660b4491,Fisher Crescent,13
353-205,6331-eca8f6ba,Kudu Road,14
353-205,6329-51dfc4ae,Rapson Road,15
353-205,2215-0a818f02,Preston Road/Bairds Road,16
353-205,6327-5a929c7a,Awatere Street,17
353-205,6563-87503f3a,Meadowcourt Drive,18
353-205,6748-a5da120c,AUT Manukau,19
353-205,2188-83862626,Osterley Way,20
353-205,1814-1fa8dbdb,Bay 14 Manukau Bus Station,21
984-221,4984-7e5d17d4,Stop D Hibiscus Coast,1
984-221,4835-5c329df9,Silverdale Rugby Club,2
984-221,4502-ada3e6f9,Silverdale Shops,3
984-221,4501-e031afd0,Silverdale Centre,4
984-221,4540-9d9bc60b,Millwater Parkway/Hibiscus Coast Highway,5
984-221,4674-58bc85cb,Tawhana Crescent,6
984-221,4672-772dac7b,Hibiscus Coast Health Care,7
984-221,4693-22517a22,Red Beach School,8
984-221,4695-c461798c,Red Beach Shopping Centre,9
984-221,4697-ee310781,Albatross Road,10
984-221,4699-efe3a3fe,Fairway Road,11
984-221,4807-8296f86f,Te Ara Tahuna Estuary Walkway,12
984-221,4796-a7f67f80,Orewa Baptist Church,13
984-221,4798-18d4d0ea,Weiti Road,14
984-221,4802-3825686b,Doment Crescent,15
984-221,4831-0b8bcab5,Moana Avenue/Orewa Shops,16
24R-202,5908-eb576903,Stop B New Lynn,1
24R-202,8459-e284241a,Olympic Park,2
24R-202,8457-dfa4dce9,Miranda Street,3
24R-202,8453-61dfb93f,Wolverton Street/Blockhouse Bay Road,4
24R-202,8452-da22a3f6,Pinewood Street,5
24R-202,8454-bcebeef5,Whitney Street,6
24R-202,8276-890e673f,New Windsor Road/Tiverton Road,7
24R-202,8272-f1e34985,New Windsor School,8
24R-202,8274-e1c68f23,Roseville Street,9
24R-202,8931-c5f77a1f,Christ The King School,10
24R-202,8927-bdd7f71d,Richardson Road/Motorway Bridge,11
24R-202,8925-a93ec3b4,Hendon Avenue,12
24R-202,8811-015d3248,Richardson Road,13
24R-202,8813-955bd47c,Owairaka Avenue/Owairaka Park,14
24R-202,8815-0c5070d4,Owairaka Avenue/Owairaka Park,15
24R-202,8817-9779df2b,Owairaka Avenue/Owairaka Avenue Shops,16
24R-202,8822-b79a9810,Beagle Avenue,17
24R-202,8824-7fe17f63,Duncan Avenue,18
24R-202,8319-3c7b008d,Mount Albert Road,19
24R-202,8317-0c5b8357,Parry Street,20
24R-202,8315-8e4a4fc4,Sandringham Shops,21
24R-202,8313-ec0c55f5,Edendale Reserve,22
24R-202,8311-b71de2f3,Edendale Primary School,23
24R-202,8309-1ce9e07a,Sandringham Road/St Lukes Road,24
24R-202,8307-a591b7dd,Aroha Avenue,25
24R-202,8305-8a132c54,Gribblehirst Park,26
24R-202,8303-c5b65162,Ward Terrace,27
24R-202,7167-b935b369,Eden Park,28
24R-202,8301-bf7e5325,Sandringham Road/Kingsland Station,29
24R-202,8207-92af29ca,King Street,30
24R-202,8205-eda192d2,George Street,31
24R-202,8203-432ece34,Mount Eden,32
24R-202,8201-82996d6d,Mount Eden Road,33
24R-202,7151-93995941,Symonds Street/Upper Symonds Street,34
24R-202,7149-6d6d1e99,Symonds Street/Karangahape Road,35
24R-202,7143-d5592a9b,Stop D Auckland Universities,36
24R-202,7006-35b88bbe,Lorne Street,37
24R-202,7040-82504c06,Wellesley Street/Hobson Street,38
24R-202,1090-90cb0d20,Nelson Street,39
24R-202,7105-dec99d20,Dock Street,40
OUT-202,7088-d255c2d6,Auckland Art Gallery,1
OUT-202,7023-2daf6ff1,University General Library,2
OUT-202,1096-83f5e701,University of Auckland,3
OUT-202,7186-3fbf7df1,Fraser Park,4
OUT-202,7188-61059b9a,Parnell Shops,5
OUT-202,7190-8761fc5a,Scarborough Lane,6
OUT-202,7192-afd38da5,St Georges Bay Road,7
OUT-202,7194-97deb9d2,Holy Trinity Cathedral,8
OUT-202,7196-f5b8e4d9,Ayr Street,9
OUT-202,7198-a09a150d,Parnell Library,10
OUT-202,7200-8f6dbe22,Olympic Pool,11
OUT-202,7204-fea806bd,Stop C Westfield Newmarket,12
OUT-202,7208-72f6415f,Clovernook Road,13
OUT-202,8700-b4d9b39a,Manukau Road/Great South Road,14
OUT-202,1866-12cb02c2,Clyde Street,15
OUT-202,8704-7f5bfc58,Epsom Library,16
OUT-202,8708-2fcfb421,Ranfurly Road,17
OUT-202,8712-5274f94e,King George Avenue,18
OUT-202,8065-8436b7f8,Manukau Road,19
OUT-202,8063-bf83ffb5,The Drive,20
OUT-202,8061-d8a0db0f,Balmoral Road/St Andrews Road,21
OUT-202,8059-286a082c,Kakariki Avenue,22
OUT-202,8517-eac3216c,Pencarrow Avenue,23
OUT-202,8515-db9c4826,Crystal Palace Theatre,24
OUT-202,8513-b260b360,Stop A Mount Eden Village,25
OUT-202,1302-c49f1460,Valley Road International Church,26
OUT-202,1450-d95fa745,Mount Eden Normal Primary,27
OUT-202,1404-e4d1326d,Stop D Valley Road Shops,28
OUT-202,8410-6a414804,Stop B Valley Road Shops,29
OUT-202,8412-77306d11,Ballantyne Square,30
OUT-202,8414-e7c5faa2,Mount Eden Methodist Church,31
OUT-202,8416-8063278c,St Albans Church,32
OUT-202,8051-0a88b3c6,Balmoral Road/Dominion Road,33
OUT-202,8049-df650ebd,Bharatiya Mandir Temple,34
OUT-202,8047-fa0793b4,Balmoral Road/Sandringham Road,35
OUT-202,7999-a9fafecf,St Lukes Road/Sandringham Road,36
OUT-202,1077-b34e9b07,St Lukes Mega Centre,37
OUT-202,1881-82b64ad7,Lyon Avenue,38
OUT-202,8868-b5c5fd77,New North Road,39
OUT-202,8222-c91d7e87,Mount Albert War Memorial Reserve,40
OUT-202,8224-1d6a91ea,Alice Wylie Reserve,41
OUT-202,8226-1ed5b7ee,Ferndale House,42
OUT-202,8228-149b40c0,Lloyd Avenue,43
OUT-202,8035-e0a62ca6,Benfield Avenue,44
OUT-202,8033-7eb25754,Gladstone Primary,45
OUT-202,8879-01ec0b14,Mount Albert Unitec Entry 3,46
OUT-202,8031-e7dee892,Mount Albert Unitec Entry 2,47
OUT-202,8029-6fd7ec67,Mount Albert Unitec Entry 1,48
OUT-202,8019-c5ecbfa8,Pt Chevalier Road/Pt Chevalier Shops,49
OUT-202,8017-77e7b595,Alberta Street,50
OUT-202,8015-b729d704,Wakatipu Street,51
OUT-202,8013-76ef650d,Pt Chevalier Road/Walker Road,52
OUT-202,1049-ef8b69e4,Moa Road,53
OUT-202,1051-3ab326d8,Meola Road/MOTAT,54
OUT-202,8491-4c2b3c12,Westmere Shops,55
OUT-202,8493-d8c9215b,Kotare Avenue,56
OUT-202,8495-d8b98d40,Cox's Bay Reserve,57
OUT-202,8497-30667212,Jervois Road,58
OUT-202,7124-8993255e,Masons Avenue,59
OUT-202,7121-c9212dc1,Bayfield School,60
OUT-202,7119-5fc299b0,Lawrence Street,61
OUT-202,7117-e91d6511,John Street,62
OUT-202,7115-63c0ed0a,St Stephen's Church,63
OUT-202,7113-084b368e,Three Lamps,64
OUT-202,7111-398e6ec5,Mercy Hospice,65
OUT-202,7109-13c2b0c9,Gudgeon Street,66
OUT-202,7107-14d27628,Victoria Park Market,67
OUT-202,1079-d80fd2d6,Sale Street,68
OUT-202,1089-d1686dd6,International Convention Centre,69
OUT-202,1094-2f276785,Lorne Street,70
OUT-202,7088-d255c2d6,Auckland Art Gallery,71
933-203,7145-caabaedd,Waterloo Quadrant,1
933-203,7141-d8af5868,Anzac Avenue/Beach Road,2
933-203,7016-875f30cb,Stop A Britomart Queens Arcade,3
933-203,7034-7b36cf5b,Bradnor Lane,4
933-203,7036-f1ffa0be,Fanshawe Street/Victoria Park,5
933-203,4007-a83340d0,Stafford Park,6
933-203,4009-056e9fbd,Stafford Road/Stafford Road Shops,7
933-203,4088-48a1f624,Belle Vue Street,8
933-203,4074-7874377f,Northcote Primary School,9
933-203,4076-af729862,St Mary's Catholic Church,10
933-203,4078-48253b25,Onewa Road/Northcote College,11
933-203,4080-a0eeb155,Park Avenue,12
933-203,4082-99e2cd3a,Aorangi Place,13
933-203,4084-21e50969,Birkenhead Avenue,14
933-203,3901-2273ccaa,Highbury Shops,15
933-203,4106-08f45c4d,Birkenhead Square,16
933-203,4110-651b98e2,Willow Avenue,17
933-203,4210-0897c372,Roseberry Avenue,18
933-203,4013-e1e209c3,New World Birkenhead,19
933-203,4130-04adb43d,Balmain Road,20
933-203,4132-c8d174e5,Kauri Road,21
933-203,4186-94333ad1,Verran Road,22
933-203,4188-c1ffa147,46 Verbena Road,23
933-203,4190-420c39a3,Castleton Street,24
933-203,4192-e66be912,154 Verbena Road,25
933-203,4073-eb8628eb,Verbena Road,26
933-203,4208-d5af6ad7,Lauderdale Road/Eskdale Road,27
933-203,4444-92a6e61a,McPhail Street,28
933-203,4075-af55b9cb,Lauderdale Road,29
933-203,4049-f5b6897e,Lancaster Road,30
933-203,4047-641945d2,Maria Assumpta Catholic Church,31
933-203,4043-1f23b270,Shepherds Park,32
933-203,4039-b838005e,Rangitira Road,33
933-203,4041-6877280a,Rambler Crescent,34
933-203,4158-8e92b6de,Beach Haven Wharf,35
365-203,1818-09798780,Bay 18 Manukau Bus Station,1
365-203,6960-dcce646b,Druces Road/Wiri Station Road,2
365-203,6902-ac5edc6f,Celadon Place,3
365-203,6968-f09c96a3,Druces Road/Kerrs Road,4
365-203,6908-21836898,Druces Road,5
365-203,2353-8adeac8f,Dalgety Drive/Kerrs Road,6
365-203,6105-a18f1a30,Homai Station,7
365-203,6833-c08c5075,Browns Road,8
365-203,6831-edb2c9aa,Arbor Close,9
365-203,6829-c482c87a,Cambridge Road,10
365-203,6827-2debe90a,St Anne's Catholic School,11
365-203,6825-0b25f38c,Manurewa Intermediate School,12
365-203,6661-97486ee9,Manurewa Recreation Centre,13
365-203,2443-35379652,Lupton Road,14
365-203,6044-9da250d0,Stop B Manurewa Station,15
365-203,2292-63c17c6b,Manurewa Cosmopolitan Club,16
365-203,6744-6ff5c9d3,Flemming Street,17
365-203,6556-8e8a8355,Scotts Road,18
365-203,6974-d13f1ea5,Magic Way,19
365-203,2483-cb5074ba,Skelton Avenue,20
365-203,2481-8e5710d6,Randwick Park School,21
365-203,6761-679769cb,Randwick Place,22
365-203,6763-cb35ecf9,Melleray Place,23
365-203,2106-94dc71e8,Balloch Street,24
365-203,2272-0adc848a,Trimdon Street,25
365-203,2274-b77571c3,Eulogy Place,26
365-203,6752-4175cd34,Goldnib Place,27
365-203,2270-df085f25,Horlicks Place,28
365-203,6632-bd6dba9d,Porchester Road,29
365-203,2771-33582244,Takanini School Road/Manuroa Road,30
365-203,2777-bfe88667,Takanini Station,31
365-203,2769-efc84417,Takanini School,32
365-203,2591-b542dac4,Wairepo Street,33
365-203,2583-0ea143ca,Marengo Parkway,34
365-203,2765-f9212439,Sires Parkway,35
365-203,2763-492e49ca,Papakura Normal School,36
365-203,2581-c666f885,Waitaua Street,37
365-203,2579-24ba80b9,Old Wairoa Road,38
365-203,2585-17cc2e9f,Countdown Roselands,39
365-203,2522-d7d47f16,Papakura Anglican Church,40
365-203,2520-72ead39b,Papakura Shops,41
365-203,2716-29bbacfe,Papakura Station,42
253-202,8355-34ef1334,Stop A Blockhouse Bay,1
253-202,8900-1cb62ea6,Iona Presbyterian Church,2
253-202,8902-8b9ceecc,Lewis Street,3
253-202,8904-0772737f,Francis Curtis Avenue,4
253-202,8906-56698df5,Lynbrooke Avenue,5
253-202,8909-cf3950f8,Lynfield College,6
253-202,8911-a6dde462,White Swan Road/Hillsborough Road,7
253-202,8913-94b05cf4,Lynfield Youth & Leisure Centre,8
253-202,8915-55a30d78,Marshall Laing School,9
253-202,8917-db0b766c,Ellis Avenue,10
253-202,8919-4b4f2763,Nirvana Park,11
253-202,8921-7011788c,White Swan Road/Richardson Road Shops,12
253-202,8597-5f36cc99,May Road/May Road School,13
253-202,7894-72b0de00,Turner Reserve,14
253-202,1407-d15e530f,Roma Road,15
253-202,7896-e84446c1,Stoddard Road Shopping Centre,16
253-202,8596-9b3631c6,Gracedale Retirement Village,17
253-202,8594-a9945d6a,Denbigh Avenue/Dominion Road,18
253-202,8435-bd99e259,Denbigh Avenue Roundabout,19
253-202,8433-045055d5,Memorial Avenue,20
253-202,8431-050907ba,Mount Roskill Shops,21
253-202,8429-c521b18d,Louvain Avenue,22
253-202,8427-debbae1c,Kings Road,23
253-202,8425-15788731,Landscape Road,24
253-202,8423-97153dae,Halesowen Avenue,25
253-202,8421-69264ac6,Telford Avenue,26
253-202,8419-5d02c2ad,Balmoral Shops,27
253-202,8417-c5f97aa1,Potters Park,28
253-202,8415-65545ca0,St Albans Church,29
253-202,8413-51b2fa12,Mount Eden Methodist Church,30
253-202,8411-27da8c3d,Ballantyne Square,31
253-202,8407-e5857898,Stop A Valley Road Shops,32
253-202,8974-807e2c8f,Charles Street,33
253-202,7063-56c065c6,Queen Street/Karangahape Road,34
253-202,7055-8c84c05a,Stop E The Civic,35
314-221,2024-4feecb3f,Middlemore Station and Hospital,1
314-221,6501-d96c83bd,Middlemore Crescent,2
314-221,6499-c5891ea3,Barrie Avenue,3
314-221,6497-3cc35f0f,Woolfield Road,4
314-221,6751-08e899a9,Trimmer Terrace,5
314-221,6742-468b2326,Cambourne Road,6
314-221,2282-98a569ca,Saint Johns Church,7
314-221,6468-c8e8e1d6,East Tamaki Road/Wintere Road,8
314-221,6197-ad7071c6,Otara Transport Centre,9
314-221,6330-9fac652d,Otara Creek Reserve,10
314-221,6332-914f11d2,Church of the Nazarene,11
314-221,2424-0c0a6a39,Hills Road,12
314-221,2464-1c47d3bf,East Tamaki Shops,13
314-221,2434-fcf09d3c,East Tamaki Methodist Church,14
314-221,2498-be8630b0,Ormiston Police Station,15
314-221,2448-fe3373ae,Bishop Lenihan Lane,16
314-221,2438-a7b1fb90,Te Irirangi Drive,17
314-221,2446-5607a6ec,Ormiston Road/Ormiston Hospital,18
314-221,2334-9660f119,Stop A Ormiston Town Centre,19
314-221,1962-ebe3afb5,Ormiston Senior College,20
314-221,2454-e171ed2c,Geranium Avenue,21
314-221,2450-7f1fd6e5,Murphys Road,22
314-221,2244-4fc057d6,Sarazen Drive,23
314-221,6228-616dfaf4,Mission Heights Junior College,24
314-221,2343-ce70d60f,Mission Heights Primary School,25
751-202,7400-cd37ea9e,Stop F Newmarket Station,1
751-202,7402-20e0a055,St Marks Church,2
751-202,7404-b0e6e6f6,St Marks Road,3
751-202,7406-86c58596,Community of St Luke,4
751-202,7408-2b117042,Ohinerau/Mount Hobson,5
751-202,7410-34b547d9,Market Road,6
751-202,7412-b6bed0d1,King's School,7
751-202,8538-2bb6dc6a,Remuera Shopping Centre,8
751-202,7414-cec4609d,Remuera Library,9
751-202,7416-a58e55da,Lochiel Road,10
751-202,7418-ea21eb43,Wairua Reserve,11
751-202,7700-1eeb551e,Ladies Mile/Remuera Road,12
751-202,7702-11032d9b,Ladies Mile/Peach Parade,13
751-202,7704-c174c4ad,Abbotts Way,14
751-202,7464-eac1c072,Michaels Avenue,15
751-202,7466-93a2bc9b,72 Marua Road,16
751-202,7468-10f007af,Whites Way,17
751-202,7470-d28f8ac7,Celtic Crescent,18
751-202,7472-84214c29,Dryden Place,19
751-202,7474-aa1e7f4a,Marua Road/Stanhope Road,20
751-202,7476-463237f1,Marua Road/Harris Road,21
751-202,7478-51da2a45,Marua Road/Burt Road,22
751-202,7480-fd5e0817,Marua Road,23
751-202,7524-2bd0eca3,Mountain Road,24
751-202,1759-1cb249c7,Stop B Panmure Station,25
751-202,7528-4aec3d0b,Jellicoe Road,26
751-202,7530-63b73e57,Panmure Town Centre,27
TMK-202,7019-18ba0388,Britomart Commerce Street,1
TMK-202,1018-1ed97058,Woolworths Quay Street,2
TMK-202,7302-1c54d7c7,The Strand,3
TMK-202,7304-12b72d97,Teal Park,4
TMK-202,7306-477239f9,Parnell Baths,5
TMK-202,7312-23dc646d,Tamaki Drive/Ngapipi Road,6
TMK-202,7316-d8df1194,Okahu Street,7
TMK-202,7318-dcb28e1b,Orakei Domain,8
TMK-202,7320-1baf8746,Kelly Tarlton's,9
TMK-202,7325-66b027a1,Bastion Point/Takaparawha,10
TMK-202,7324-19339500,Tamaki Yacht Club,11
TMK-202,7326-4687d315,Selwyn Domain,12
TMK-202,7328-bf878888,Stop B Mission Bay,13
TMK-202,7330-365ed297,Selwyn Avenue,14
TMK-202,7332-2b36e34d,163 Tamaki Drive,15
TMK-202,7334-e89e2bd7,Tamaki Drive/Kohimarama Road,16
TMK-202,7336-0f0b4f99,Kohimarama Beach,17
TMK-202,7338-a5bb2516,Sage Road,18
TMK-202,7340-d9fa68b7,Tamaki Drive/Long Drive,19
TMK-202,7342-1020849c,Vellenoweth Green,20
TMK-202,7344-eedcc095,Stop B St Heliers,21
TMK-202,7562-f1dcc2fe,St Philip's Church,22
TMK-202,7399-db16014f,Woodside Crescent,23
TMK-202,7397-8f7ce9a5,St Heliers School,24
TMK-202,1890-aee33ece,EastMed Medical Centre,25
TMK-202,7740-73e045b1,St Heliers Bay Road/Long Drive,26
TMK-202,7742-6ef284ab,Maxine Place,27
TMK-202,7834-63eee504,Glen Atkinson Street,28
TMK-202,8784-9c47a6be,Lintaine Place,29
TMK-202,7278-5998252c,Castledine Crescent,30
TMK-202,1830-79b4e2ce,PAK'nSAVE Glen Innes,31
TMK-202,7821-f47ec9af,Stop C Glen Innes Station,32
889-203,4225-d1316454,Stop C Constellation,1
889-203,3200-e5a96567,Vega Place,2
889-203,3198-7a40af91,Atlas Place,3
889-203,4252-852db844,Antares Drive,4
889-203,3736-5c96f070,Arrenway Drive,5
889-203,4266-77cb99ab,Orbit Drive,6
889-203,4254-95d7ea9a,Apollo Medical Centre,7
889-203,3179-f7feac33,Killybegs Drive,8
889-203,3182-aa493c33,Bundoran Way,9
889-203,3187-d2f7194b,Pinehill School,10
889-203,4292-92f947cc,McClymonts Road/Kerekin Drive,11
889-203,4227-0e16a7e9,Stop C Albany Bus Station,12
172-203,5429-821b0f7e,Glen Eden Station,1
172-203,5006-c80f8ccc,Evans Road,2
172-203,5004-c7bed204,Savoy Road,3
172-203,5002-35282f75,Routley Drive,4
172-203,5000-e8cc2e62,Terra Nova Street,5
172-203,5008-0a97ae83,Scotstoun Place,6
172-203,5014-9b5e944b,Kaurilands Domain,7
172-203,5012-2a7295ba,Kaurilands School,8
172-203,5010-066f61bb,Daffodil Street,9
172-203,5221-cfbaa14a,Titirangi Village,10
172-203,5217-0c222097,Godley Road,11
172-203,5215-2d3deccb,Highland Avenue,12
172-203,5213-beed2176,Golf Road,13
172-203,5207-48f61057,Pleasant Road,14
172-203,5203-cf26b9ad,Croydon Road,15
172-203,5201-d226c806,Titirangi Road/Willerton Avenue,16
172-203,5199-f5329a5d,Titirangi Road/Gardner Avenue,17
172-203,5146-875983be,New Lynn Samoan Church,18
172-203,1643-2b14cc0d,West Edge,19
172-203,5914-233d0cdc,Stop E New Lynn,20
801-202,3530-e69d4b15,Bayswater Terminal,1
801-202,3532-522efbf1,O'Neill's Park,2
801-202,3534-9c3a9bfb,Lansdowne Street,3
801-202,3536-ff7230ca,Balfour Street,4
801-202,3538-8f25d1c9,Sandy Bay Road,5
801-202,3540-191bce7a,Bayswater Park,6
801-202,3542-fe4b095a,Leander Road,7
801-202,3544-89844715,Preston Avenue,8
801-202,3546-0ad29d20,Moana Avenue,9
801-202,3397-fe0dab0b,Corella Road,10
801-202,3548-0daa6ccd,Bardia Street/Lake Road,11
801-202,3550-4fdd6e1d,Coronation Street,12
801-202,3525-045de669,Creamer Avenue/Eversleigh Road,13
801-202,3529-84f5afc2,Rutherford Street,14
801-202,3531-fd12b583,Northboro Road/Eversleigh Road,15
801-202,3533-d1ee4567,Birchfield Road,16
