route_id,stop_id,stop_name,stop_sequence
195-203,8345-725c0371,Blockhouse Bay Road/Matata Street,28
195-203,8343-253f3ed6,Margate Road,29
195-203,8341-6136aaea,Holbrook Street,30
195-203,8339-0294b4ff,Blockhouse Bay Road/Glenavon Shops,31
195-203,8337-03a17c88,Acton Place,32
195-203,8335-01df3b44,Chalmers Street,33
195-203,8333-88b272cb,Blockhouse Bay Road/Methuen Road,34
195-203,8331-c2dad3f5,Avondale Islamic Centre,35
195-203,8329-23a39558,Powell Street,36
195-203,8327-1f397323,Cradock Street,37
195-203,8141-a4ce3936,Fairlands Avenue,38
195-203,8139-2a085b0f,Waterview Methodist Church,39
195-203,8137-924f9275,Alford Street,40
195-203,8133-4629fc99,Herdman Street,41
195-203,8131-3cc7ec8a,Great North Road/Pt Chevalier Shops,42
195-203,8129-39943bed,Walmer Road,43
195-203,8127-33d8995c,Pasadena Shops,44
195-203,8125-0b23e96e,Auckland Zoo,45
195-203,8123-af1d2f39,Western Springs Park,46
195-203,8121-2a2cd206,Great North Road/MOTAT,47
195-203,8119-e41c6252,Bullock Track,48
195-203,8117-0671251b,Great North Road/Grey Lynn School,49
195-203,8897-8e79b3d9,Williamson Avenue/Great North Road,50
195-203,8895-705c822e,Schofield Street,51
195-203,8893-1d637b7c,Grey Lynn Park,52
195-203,8891-9395c5b3,Scanlan Street,53
195-203,8889-44be3ecd,Countdown Ponsonby,54
195-203,7211-824d717b,Ponsonby Road/Karangahape Road,55
195-203,7135-b1ba3584,Rainbow Bridge/Karangahape Road,56
195-203,7133-173774ea,Pitt Street,57
195-203,7065-5235e1c6,Scotia Place,58
195-203,7059-607e2a63,Auckland Town Hall,59
195-203,7053-154c6c71,Wellesley Street,60
195-203,7049-24767414,Vulcan Lane,61
154-206,5860-54b01d1a,Stop B Henderson Station,1
154-206,5848-0ca61126,126 Railside Avenue,2
154-206,5936-c18c02b8,11 Bruce McLaren Road,3
154-206,5524-680adac4,Silverstone Place,4
154-206,5522-83d4490a,Parma Place,5
154-206,5520-9fa6c3f3,Bruce Mclaren Road/Farwood Drive,6
154-206,5518-514e9c4b,Applewood Drive,7
154-206,5516-cccf0225,Starforth Place,8
154-206,5048-1b2ba0f8,Oratia Stream,9
154-206,5439-1f8790b8,Parrs Park,10
154-206,5437-7bf6d408,Hoani Waititi Marae,11
154-206,5435-3903f9a8,Woodbank Drive,12
154-206,5060-a6efcec2,Brunner Road,13
154-206,1684-1e1e9a9b,Seakens Way,14
154-206,5058-b11cbf3d,Milan Drive walkway,15
154-206,5049-9f628c08,Maywood Crescent,16
154-206,5047-0aedaf40,Autumn Avenue,17
154-206,5045-f744a072,155 Glengarry Road,18
154-206,5043-b627d017,Glengarry Shops,19
154-206,5041-f0c31f01,Rosier Road,20
154-206,5039-4bd8c8e8,Woodglen Road,21
154-206,5054-dbe93c9c,Surat Place,22
154-206,5052-f90190b0,Nandana Drive,23
154-206,5050-8924281c,Tagor Street,24
154-206,5031-e9bfc406,Kowhai Reserve,25
154-206,5029-debcabc9,Kaurilands Road,26
154-206,5293-6f76d14d,Glengarry Road,27
154-206,5291-cf0ee089,Glen Eden Baptist Church,28
154-206,5921-0cd5662c,Levy Road,29
154-206,5289-f3e0c739,Woodvale Road,30
154-206,5287-2b7e4929,Glen Eden Library,31
154-206,5429-821b0f7e,Glen Eden Station,32
154-206,5427-b21680d9,West Coast Road/Janet Clews Place,33
154-206,5425-d8b6147c,Pleasant Road,34
154-206,5423-43bbf922,Clayburn Road,35
154-206,5421-e17f66fc,Kelston Shopping Centre,36
154-206,5805-193596c8,Great North Road/Lynwood Road,37
154-206,5803-db616686,Great North Road/Fruitvale Road,38
154-206,5801-5c7a63a4,Wattle Street,39
154-206,5914-233d0cdc,Stop E New Lynn,40
295-202,1536-37828385,Stop C Ellerslie,1
295-202,7503-832c53ad,Kalmia Street,2
295-202,7501-d6dd7a1b,St Mary's Catholic School,3
295-202,7628-d6b984d1,Garland Road,4
295-202,8189-6a7ddc66,Rockfield Road/One Tree Hill College,5
295-202,1385-c128f170,Waitangi Road,6
295-202,8390-d1bc1ac8,Rawhiti Road Shops,7
295-202,8392-a5b3733c,Namata Road/Oranga Avenue,8
295-202,8394-fda55582,Namata Road,9
295-202,8396-8dcf6713,Athens Road/Moana Avenue,10
295-202,8398-13536434,Moana Avenue roundabout,11
295-202,8470-258e8a8d,Huapai Street,12
295-202,8472-02feb221,Onehunga Mall/Clarke Road,13
295-202,1831-4bf45c3d,Onehunga Mall,14
295-202,1833-0281fa24,Mount Albert Road,15
295-202,8853-d1b16d7a,Stop D Royal Oak,16
295-202,8851-68f6a344,Crown Street,17
295-202,8849-4aab37f8,Marcellin College,18
295-202,1873-536a0e54,Peet Avenue,19
295-202,8649-9a4518ce,Buckley Road/Mount Albert Road,20
295-202,8647-b0807dc5,Buckley Road Shops,21
295-202,8645-9fcf4943,Buckley Road/Liverpool Street,22
295-202,8641-f893f56d,Heywood Crescent,23
295-202,8639-fee9d532,The Drive/Empire Road,24
295-202,8635-33882370,St Andrews Road/Empire Road,25
295-202,8633-979faa8d,Watling Street,26
295-202,8631-f6a958cd,Morvern Reserve,27
295-202,8629-bb513620,Aberfoyle Street,28
295-202,8627-37d3366b,King George Avenue/St Andrews Road,29
295-202,8613-4751bac6,Melville Park,30
295-202,1411-48828367,Kohia Terrace School,31
295-202,8609-c44c1dda,Epsom Avenue,32
295-202,8607-b01ca7e8,Domett Avenue,33
295-202,8605-9ce45833,Gillies Avenue/Epsom Girls Grammar,34
295-202,8603-9871bd3c,Silver Road,35
295-202,8601-6b48dbd2,Newmarket Primary School,36
295-202,7177-4660a5ff,Melrose Street,37
295-202,7175-9bcf7fd5,Khyber Pass Road/Mountain Road,38
295-202,7171-70aedbfa,Madeira Place,39
295-202,7151-93995941,Symonds Street/Upper Symonds Street,40
295-202,7063-56c065c6,Queen Street/Karangahape Road,41
295-202,7055-8c84c05a,Stop E The Civic,42
143-206,5755-bf85e1bc,Ranui Station,1
143-206,5754-165eece1,Jillian Drive,2
143-206,5756-2356f804,Babich Road North,3
143-206,5758-7be54743,Eric Gifford Drive,4
143-206,5760-0ac3053f,239 Metcalfe Road,5
143-206,1696-c7348db5,Babich Road South,6
143-206,1683-5e1287ca,Murray Becroft Avenue,7
143-206,1677-fad673e8,Rissington Avenue,8
143-206,1675-09c2d2d7,Sapperton Drive,9
143-206,1673-2c111377,Toledo Avenue,10
143-206,5389-601166ea,Castle Heights,11
143-206,5889-9e1ac61c,135 Sturges Road,12
143-206,5387-c42e5aa7,Western Heights School,13
143-206,5385-c3102ecd,Fitzwater Place,14
143-206,5383-42212ad2,Geordie Street,15
143-206,5381-08627b53,Sturges Road/Sturges Road Station,16
143-206,5973-d96e94f9,Lincoln Road,17
143-206,5837-8f27177a,Unitec Waitakere,18
143-206,5860-54b01d1a,Stop B Henderson Station,19
735-221,6233-47eb8987,Stop B Botany Town Centre,1
735-221,6235-4b507972,Paradice Ice Skating,2
735-221,6053-7d5d39dd,Botany Super Clinic,3
735-221,6243-9d7b47ba,Botany Road,4
735-221,1941-db59f005,Milhouse Medical Centre,5
735-221,6210-e136c1fd,Millhouse Reserve,6
735-221,6207-dd256bd1,Northpark Avenue,7
735-221,6205-27e6c81c,Meadowlands Shopping Centre,8
735-221,6201-e59bcbfb,Renway Rise,9
735-221,6203-02c541da,Meadowland Reserve,10
735-221,6259-9d8e1716,Currell Way,11
735-221,1976-e189d4ae,Sunnyview Avenue,12
735-221,2699-9802fa4b,Somerville Road,13
735-221,1974-dd4c079a,John Gill Road,14
735-221,6782-abbce797,Robbies Road,15
735-221,6283-0aee1108,Tui Vale Road,16
735-221,1985-a18095ff,Shelly Beach Parade,17
735-221,2369-f515ea2a,Stevenson Way,18
735-221,6281-998bdff7,Island View Terrace,19
735-221,6277-9f44c41e,Howick Beach,20
735-221,6279-9e09a8f7,Nixon Centennial Park,21
735-221,6267-aa3109fd,Howick Village,22
735-221,6463-2f7d1c08,Wellington Street,23
735-221,6260-96b63b31,Bleakhouse Road,24
735-221,6178-9e3b564e,Patons Road,25
735-221,2114-4f0e9976,Murvale Reserve,26
735-221,1945-319f3407,Murvale Drive,27
735-221,2102-7d24e7f9,Macleans Road,28
735-221,6186-a4d28ed7,Wycherley Drive,29
735-221,2100-303a8542,Bucklands Beach Road,30
735-221,1522-4f49ece6,Glennandrew Drive,31
735-221,6355-7c76f6c0,Jillteresa Crescent,32
735-221,6055-66da927e,Loloma Drive,33
735-221,1900-4100b80e,Fresh Choice Half Moon Bay,34
735-221,1940-b14bdf30,Half Moon Bay Terminal,35
170-203,5910-8a72e090,Stop C New Lynn,1
170-203,1642-be7e85ca,West Edge,2
170-203,5135-ef2e9b97,New Lynn Samoan Church,3
170-203,5212-0c6f75f7,Titirangi Road/Gardner Avenue,4
170-203,5214-ab0cd703,Titirangi Road/Willerton Avenue,5
170-203,5216-2bd68620,Parker Avenue,6
170-203,5220-caab5dff,Old Titirangi Road,7
170-203,5222-9cb09b18,Pleasant Road,8
170-203,5228-a142d871,Titirangi Road/Golf Road,9
170-203,5230-c1b924f5,Highland Avenue,10
170-203,5232-9bab6afd,330 Titirangi Road,11
170-203,5234-66243375,Godley Road,12
170-203,5236-25973e9d,Titirangi Village,13
170-203,5977-a954df7a,Soldiers Memorial Church,14
170-203,5141-5ff38339,Park Road,15
170-203,5970-5ea3b9da,36 Otitori Bay Road,16
170-203,5122-c0a17674,Tanekaha Road,17
170-203,5887-0bec5dd5,Wood Bay Road,18
170-203,5139-4ab29029,5 Otitori Bay Road,19
170-203,5150-86d283db,St Francis Parish,20
170-203,5168-a86ac167,522 South Titirangi Road,21
170-203,5166-239f0ff9,554 South Titirangi Road,22
170-203,5164-5fd4e7a2,630 South Titirangi Road,23
170-203,5162-87b8d4a3,Grendon Road,24
170-203,5160-3563f974,Woontons Lane,25
170-203,5158-2f13e987,McEldowney Road,26
170-203,5156-fba9ebdf,716 South Titirangi Road,27
170-203,5154-b53f0967,764 South Titirangi Road,28
170-203,5143-79823d88,Arama Avenue,29
82-202,3257-c1db6d02,Milford Shops,1
82-202,3259-f201eb0f,Milford Road,2
82-202,3261-2489b71c,Saltburn Road,3
82-202,3263-391e5fab,Muritai Road,4
82-202,3265-c8435441,Eric Price Avenue,5
82-202,3267-48fbe2b3,O'Neills Avenue,6
82-202,3269-b0ec8da1,Brett Avenue,7
82-202,3271-2c562816,Anzac Street,8
82-202,3551-2336b429,Stop A Takapuna,9
82-202,3566-5bdabda7,Burns Avenue/Bracken Avenue,10
82-202,3564-a8f47faf,Esmonde Road,11
82-202,3484-ce435305,Eldon Street,12
82-202,4111-1ca44894,Harbourside Church,13
82-202,7037-03bd4aae,Daldy Street,14
82-202,1079-d80fd2d6,Sale Street,15
82-202,1089-d1686dd6,International Convention Centre,16
82-202,7041-bbe05061,Wellesley Street/Federal Street,17
82-202,7038-5a158f6f,AUT,18
734-221,6233-47eb8987,Stop B Botany Town Centre,1
734-221,6235-4b507972,Paradice Ice Skating,2
734-221,6053-7d5d39dd,Botany Super Clinic,3
734-221,1908-f08341a4,Vesca Place,4
734-221,2029-b3cee4e4,Elim Christian College,5
734-221,2367-f3d4949c,Pinewood Grove,6
734-221,6229-5f91ab01,Mirrabooka Avenue,7
734-221,6225-11b0eaf9,Botany Road/Lexington Drive,8
734-221,1907-32504fed,Andrew Road,9
734-221,1909-0da164a0,Botany Road/Howick Intermediate,10
734-221,6075-701d470b,Pakuranga Road/Howick Intermediate,11
734-221,6073-d57c41cc,Angelo Avenue,12
734-221,6071-b9f62d00,Highland Park Pakuranga Road,13
734-221,6069-e4e04e9d,Pakuranga College,14
734-221,1939-7cb6c28e,Tate Grove,15
734-221,6117-40d8f1a0,Galloway Crescent,16
734-221,6115-49b5033c,Wakaaranga Creek Reserve,17
734-221,6113-69672a4f,Birman Close,18
734-221,6111-77bc7261,Himalaya Drive,19
734-221,6109-14465964,Pigeon Mountain Road,20
734-221,1900-4100b80e,Fresh Choice Half Moon Bay,21
734-221,1940-b14bdf30,Half Moon Bay Terminal,22
313-221,1809-d9f83fa7,Bay 9 Manukau Bus Station,1
313-221,6904-e0872a9c,Lambie Drive,2
313-221,2099-68f14cdb,Plunket Avenue/Wiri Station Road,3
313-221,6929-9a17631a,Plunket roundabout,4
313-221,2231-bbb18106,Plunket Avenue/Cavendish Drive,5
313-221,6547-219888e2,Brett Avenue,6
313-221,6562-09616d6c,Ranfurly Road,7
313-221,6555-c508a025,Wallace Road/Puhinui Road,8
313-221,6553-e791b45b,Grande Vue Road,9
313-221,6551-6398045f,Wallace Road/Fairview Road,10
313-221,6549-75c766b7,Papatoetoe Library,11
313-221,6525-aab062c7,Papatoetoe Town Hall,12
313-221,6491-80395485,Coronation Road/Shirley Road,13
313-221,2313-e969f225,Stop C Papatoetoe Station,14
313-221,6462-906ff12a,Hill Road,15
313-221,2194-7ef107a7,Malae O Fatugatiti,16
313-221,2266-0c45c97a,Robert White Softball Park,17
313-221,6450-7117f975,Daphne Road,18
313-221,6452-2ae6c308,Hillcrest Road,19
313-221,6454-ed028a3d,Caringbah Drive,20
313-221,2219-5aed6681,Claude Avenue/Aorere College,21
313-221,2433-4f2d0850,Claude Avenue,22
313-221,6461-cb16d42f,Cramond Drive,23
313-221,2441-84e7cef0,Aorere Park,24
313-221,6436-1736f248,Aorere Park,25
313-221,6442-f4bbf122,Haddon Street,26
313-221,6440-90693f77,Winthrop Way,27
313-221,6438-a13a0f1f,Henwood Road/Massey Road,28
313-221,6503-8f7b1c19,Jacueline Place,29
313-221,2395-7a6aaa49,Ashley Avenue,30
313-221,6957-a9e71190,Mangere Baptist Church,31
313-221,6955-d08738e8,Mangere Town Centre,32
981-221,4916-02f6029f,Puriri Bush Reserve,1
981-221,4511-8a344f76,Orewa Beach School,2
981-221,4819-9831e6bf,Westhoe Road,3
981-221,4817-4fa4adb5,Centreway Road/Orewa Shops,4
981-221,4815-cb652b28,St Andrews Presbyterian Church,5
981-221,4831-0b8bcab5,Moana Avenue/Orewa Shops,6
981-221,4810-431b636a,Alice Avenue,7
981-221,4815-cb652b28,St Andrews Presbyterian Church,8
981-221,4813-4284f866,Doment Crescent,9
981-221,4811-a4f2ee0d,Weiti Road,10
981-221,4809-4534a012,Orewa Baptist Church,11
981-221,4783-c6f02559,Hibiscus Coast Highway/Red Beach Road,12
981-221,4785-4a1e35c9,Pohutukawa Avenue,13
981-221,4787-bcb07c06,Jelas Road,14
981-221,4982-1f78709d,Stop B Hibiscus Coast,15
883-203,4414-99568767,Witton Place,8
883-203,4348-1f5d98ee,North Shore Memorial Park,9
883-203,4330-ae4c3179,Aberley Road,10
670-202,5906-0bdc14c3,Stop A New Lynn,1
670-202,1546-33fd8055,Lynnmall - The Brickworks,2
670-202,5779-c6aeef3f,Portage Road,3
670-202,8151-20dc80d1,St Mary's School,4
670-202,1869-5e6c53e2,St Jude Street,5
670-202,8149-2cc6f1a3,Stop A Avondale,6
670-202,8539-95afc972,Stop C Avondale,7
670-202,8537-f93532cb,Rosebank Road/Roberton Road,8
670-202,8334-d261b935,Avondale Islamic Centre,9
670-202,8243-5e4fe57d,Soljak Place,10
670-202,8800-3c3cea23,Hendon Avenue/New North Road,11
670-202,8802-d496270c,Harlston Road,12
670-202,1848-bbcb53cb,Range View Road,13
670-202,8804-e66ee807,Hargest Terrace,14
670-202,8806-366e297b,Barrymore Road,15
670-202,8269-a1753d0a,Stoddard Road/Richardson Road,16
670-202,8265-05bdb445,Woolworths Mount Roskill,17
670-202,1367-3a7db0a1,Denny Avenue,18
670-202,8596-9b3631c6,Gracedale Retirement Village,19
670-202,8594-a9945d6a,Denbigh Avenue/Dominion Road,20
670-202,8598-c8a2ce46,Somerset Road,21
670-202,1365-1f7e8816,Mount Roskill School Campus,22
670-202,8965-6317546d,Hayr Road roundabout,23
670-202,8967-a73f0647,Bunnings Mount Roskill,24
670-202,8969-ea45076a,Parkside Village,25
670-202,1042-0f2d51b6,Pleasant Street,26
670-202,1532-cfe5b464,Trafalgar Street/Royal Oak Intermediate,27
670-202,8742-e03e7f8c,Trafalgar Street,28
670-202,8479-711c8551,Tin Tacks Corner,29
670-202,8739-11cd6e2d,Onehunga Mall/Grey Street,30
670-202,7795-9216c22f,Arthur Street roundabout,31
670-202,8593-1b5d5171,Stop F Onehunga,32
670-202,1402-e54fddea,Dress-Mart Onehunga,33
670-202,8156-ddd52bb3,Church Street/Victoria Street,34
670-202,8158-50604e0c,Alfred Street,35
670-202,8160-29935e41,Captain Springs Road,36
670-202,8162-462ae63e,Patrick Street,37
670-202,8164-51abc9cf,Goodman Place,38
670-202,1878-b0d62967,Mount Smart Stadium,39
670-202,8858-49e2078a,Church Street East,40
670-202,7630-a9f8718c,Southdown Lane,41
670-202,1354-0c1786ac,Mutukaroa/Hamlins Hill,42
670-202,7632-6b0e3755,Great South Road/Vestey Drive,43
670-202,7634-2e9e091c,Mount Richmond Drive,44
670-202,1352-2653dabc,Otahuhu/Mount Richmond,45
670-202,7636-7dc71970,Great South Road/Portage Road,46
670-202,7638-02bf2c3a,Hauiti Road,47
670-202,1348-52ae063c,Huia Road,48
670-202,1350-c09cf078,Atkinson Avenue,49
670-202,1355-72782936,Stop A Otahuhu Town Centre,50
670-202,7025-f2894a7d,Otahuhu Library,51
670-202,1771-118407aa,Stop D Otahuhu Station,52
RAK-211,9706-b652da2b,Downtown Ferry Terminal Pier 6,1
RAK-211,9750-dc12f3fa,Rakino Ferry Terminal,2
295-202,7055-8c84c05a,Stop E The Civic,1
295-202,7064-7b303e19,Queen Street/Karangahape Road,2
295-202,7164-b009123f,Stop D Grafton Bridge,3
295-202,7170-51bfb0d8,Khyber Pass Road/Burleigh Street,4
295-202,7176-5f375d10,Khyber Pass Road/Mountain Road,5
295-202,8600-c01d3aba,Newmarket Primary School,6
295-202,8602-0c71800a,Highwick,7
295-202,8604-0501702d,Gillies Avenue/Epsom Girls Grammar,8
295-202,8606-2cf0e9ae,Kipling Avenue,9
295-202,8608-81f21ceb,Epsom Avenue,10
295-202,8610-5a83008f,Kohia Terrace School,11
295-202,8624-06da6f63,Gillies Avenue,12
295-202,8626-c4d4b5bf,King George Avenue/St Andrews Road,13
295-202,8628-0277dc65,Aberfoyle Street,14
295-202,8630-27833e7e,Morvern Reserve,15
295-202,8632-d9d3b90f,Watling Street,16
295-202,8634-8060a982,St Andrews Road/Empire Road,17
295-202,8638-ac37370d,The Drive/Empire Road,18
295-202,8640-1bdeb8e5,Heywood Crescent,19
295-202,8644-441ee6f2,Buckley Road/Liverpool Street,20
295-202,8646-59657c79,Buckley Road Shops,21
295-202,8844-cab2ae83,Buckley Road/Mount Albert Road,22
295-202,8846-dee52bde,Marcellin College,23
295-202,8848-09becb01,Pah Road,24
295-202,8850-582e9994,Crown Street,25
295-202,8852-6ff99666,Stop C Royal Oak,26
295-202,1836-1fbc7198,Mount Albert Road,27
295-202,1834-d4ab9f0c,Onehunga Mall,28
295-202,8475-528e372a,Onehunga Mall/Clarke Road,29
295-202,8473-0dfd6c06,Huapai Street,30
295-202,8399-bdcad125,Moana Avenue roundabout,31
295-202,8397-7a972ed5,Athens Road/Moana Avenue,32
295-202,8395-8a86b763,Namata Road,33
295-202,8393-6c2da094,Namata Road/Oranga Avenue,34
295-202,8391-c42921d4,Rawhiti Road Shops,35
295-202,1390-dda03462,Houpara Street,36
295-202,8182-d67af376,Rockfield Road/Oranga Avenue,37
295-202,8184-57535899,Rockfield Road/One Tree Hill College,38
295-202,1536-37828385,Stop C Ellerslie,39
866-203,7174-af6560b9,Mahuru Street,1
866-203,7203-52127399,Stop A Westfield Newmarket,2
866-203,7201-b3efdf9d,Khyber Pass Road,3
866-203,7177-4660a5ff,Melrose Street,4
866-203,7231-d0b82ab5,Grafton Station,5
866-203,7227-3ccd581c,Park Road/Auckland City Hospital,6
866-203,1086-7cb98707,Symonds Street Cemetery,7
866-203,7130-50c017db,Pitt Street,8
866-203,7136-7b4dffe1,Rainbow Bridge/Karangahape Road,9
866-203,7212-9f5ed9ad,Ponsonby Road/Karangahape Road,10
866-203,7214-56f7c5db,Ponsonby Road/Western Park,11
866-203,7216-2fea78e2,Ponsonby Road/Picton Street,12
866-203,7218-8c2578c2,Summer Street,13
866-203,7220-59991287,Ponsonby Methodist Church,14
866-203,7222-cf6ea570,All Saints Anglican Church,15
866-203,7224-0a461998,Pompallier Terrace,16
866-203,4063-7dff9dde,Stop B Akoranga,17
866-203,3355-dbd9aecd,Stop B Smales Farm,18
866-203,3221-7da3d572,Stop B Sunnynook,19
866-203,4200-3b3da5cd,Stop B Constellation,20
866-203,4229-7b2b4fbf,Stop D Albany Bus Station,21
27W-202,8451-793d4f7f,Hillsborough Heights Village,1
27W-202,8449-4ef496b0,Glenveagh Drive,2
27W-202,1851-97119082,Gerbic Place,3
27W-202,8936-aecbafce,Waikowhai Intermediate,4
27W-202,1874-5578c902,Staveley Avenue,5
27W-202,1849-492878cb,Noton Road,6
27W-202,8953-ee5ee2bf,Arundel Street,7
27W-202,8955-4276c728,Melrose Road,8
27W-202,8961-e532123f,Melrose Road Shops,9
27W-202,8963-97c73fb1,Haughey Avenue,10
27W-202,8574-19912734,Ranfurly Village,11
27W-202,8533-2523b0dc,Three Kings School,12
27W-202,8529-3ea3d576,Kingsway,13
27W-202,8531-cd1abaad,Hunters Park Drive,14
27W-202,8527-d3868c4f,Three Kings Grove,15
27W-202,8525-932c7e66,Te Tatua-a-Riukiuta/Big King,16
27W-202,8523-c3e59524,Rahiri Road,17
27W-202,8521-a9bc2b95,Peary Road,18
27W-202,8519-1406fb5b,Wairiki Road,19
27W-202,8517-eac3216c,Pencarrow Avenue,20
27W-202,8515-db9c4826,Crystal Palace Theatre,21
27W-202,8513-b260b360,Stop A Mount Eden Village,22
27W-202,8511-ad7b97ce,Bridgman Reserve,23
27W-202,8509-694292a8,Mount Eden Domain,24
27W-202,8507-1d1dbb48,Tahaki Reserve,25
27W-202,8505-5bfeb2fa,Kelly Street,26
27W-202,8503-d4c66d96,Akiraho Street,27
27W-202,8501-bc9f89ab,Powerstation,28
27W-202,7151-93995941,Symonds Street/Upper Symonds Street,29
27W-202,7149-6d6d1e99,Symonds Street/Karangahape Road,30
27W-202,7147-4e9003b4,Stop E Auckland Universities,31
27W-202,7145-caabaedd,Waterloo Quadrant,32
27W-202,7141-d8af5868,Anzac Avenue/Beach Road,33
27W-202,7024-8f2c650a,Tyler Street,34
BIRK-240,9730-4fb1fd18,Te Onewa Northcote Point Ferry Terminal,2
BIRK-240,9660-33a61833,Birkenhead Ferry Terminal,3
122-202,4572-e3dc4051,Robert Might Road,1
122-202,4583-c5701260,Maple Lane,2
122-202,4587-af1f3c7a,Huapai Domain,3
122-202,4531-6224ab10,Tapu Road/Main Road,4
122-202,4870-fbeac743,St Patricks Catholic Church,5
122-202,4868-13f2822f,Huapai Shops,6
122-202,4866-d912254d,Kumeu Village (west end),7
122-202,4864-d0125440,Kumeu Village (east end),8
122-202,4537-b4d60dd1,Taupaki Road roundabout,9
122-202,4885-76630f3b,Coatesville-Riverhead Highway,10
122-202,5717-dbe98e73,Kennedys Road,11
122-202,5715-74115771,Fred Taylor Park,12
122-202,5713-2c89e21c,Hailes Road,13
122-202,5711-d7533443,109 Fred Taylor Drive,14
122-202,5746-1b8a3e0b,Kawakawa Place,15
122-202,5710-95a1cd20,Maki Street,16
122-202,5733-675895cc,Westgate Lifestyle Shopping Centre,17
122-202,5971-6016804b,Te Hauauru Park,18
122-202,5990-ad2ea439,Tawhia Drive/Kohuhu Lane,19
122-202,1592-5cb98cf9,Stop C Westgate,20
RBW-402,7005-5e0d0b6d,Customs Street West/Te Komititanga,1
RBW-402,7188-61059b9a,Parnell Shops,2
RBW-402,7206-e2c4de75,Stop B Westfield Newmarket,3
RBW-402,7401-a5e03a87,Stop E Newmarket Station,4
143-206,5841-86978172,Stop A Henderson Station,1
143-206,5854-3f793442,Unitec Waitakere,2
143-206,5434-3a357892,22 Swanson Road,3
143-206,5378-c58b28f5,Sturges Road/Sturges Road Station,4
143-206,5380-40515a5c,Geordie Street,5
143-206,5382-fe2bc8b1,Burgundy Park Avenue,6
143-206,5386-1f162aed,Palomino shops,7
143-206,5388-3b125e04,162 Sturges Road,8
143-206,5390-3b699246,Roy Maloney Drive,9
143-206,5392-c15fa69c,Castle Heights,10
143-206,1580-d1e829ba,Toledo Avenue,11
143-206,1584-553e18e8,Sapperton Drive,12
143-206,1692-dbe38d38,Rissington Avenue,13
143-206,1694-3ff4848f,Murray Becroft Avenue,14
143-206,1679-545cf96e,Babich Road South,15
143-206,5763-32f011c8,99 Hetherington Road,16
143-206,5765-b2f0a561,Kellett Road,17
143-206,5761-19ae62f0,Mili Way,18
143-206,5759-8d46a81b,Simpson Road,19
143-206,5757-82236fba,Ranui Avenue,20
143-206,5755-bf85e1bc,Ranui Station,21
323-221,1761-6b5487b4,Stop C Panmure Station,1
323-221,7819-f378c8e9,Ellerslie Panmure Highway,2
323-221,7817-650346c4,Panmure District School,3
323-221,7815-29ecf59e,144 Mount Wellington Highway,4
323-221,7813-27843766,Mount Wellington Shopping Centre,5
323-221,7921-70a5d671,Allright Place,6
323-221,7919-847cde62,Arthur Brown Place,7
323-221,1308-39ea5631,Gabador Place,8
323-221,7907-eafc0232,Carbine Road/Panama Road,9
323-221,1370-2c9f39ec,Bernard Street,10
323-221,1372-1887ffc2,Runa Place,11
323-221,1374-b3614b0b,378 Panama Road,12
323-221,1376-33920bb5,Mataroa Road,13
323-221,7903-a4f266ae,Hillside Road,14
323-221,7901-62cd6da5,Mount Wellington Highway,15
323-221,1893-13b5c22f,Niall Burgess Road/Vestey Drive,16
323-221,8743-96e14cf6,Vestey Drive/Great South Road,17
323-221,7634-2e9e091c,Mount Richmond Drive,18
323-221,1352-2653dabc,Otahuhu/Mount Richmond,19
323-221,7636-7dc71970,Great South Road/Portage Road,20
323-221,7638-02bf2c3a,Hauiti Road,21
323-221,1348-52ae063c,Huia Road,22
323-221,1350-c09cf078,Atkinson Avenue,23
323-221,1355-72782936,Stop A Otahuhu Town Centre,24
323-221,7025-f2894a7d,Otahuhu Library,25
323-221,1771-118407aa,Stop D Otahuhu Station,26
95B-203,4000-1eaf90a2,Glenfield Road/Wairau Road,1
95B-203,3751-9c9c9db8,Spinella Drive/James Street,2
95B-203,3753-d091e62a,Fernwood Grove,3
95B-203,3755-307bd4b1,Laser Place,4
95B-203,3757-cfc2689d,Spinella Reserve,5
95B-203,3759-0c2e402d,Bayview Road,6
95B-203,3904-039ce591,Bayview Community Centre,7
95B-203,4077-e26dcb11,Lynn Reserve,8
95B-203,3765-a01b9796,Hale Crescent,9
95B-203,3767-37445ade,Houston Place,10
95B-203,3769-536e2985,Manuka Road,11
95B-203,3771-93be995d,Anne McLean Drive,12
95B-203,3773-8a2b7314,Leigh Terrace,13
95B-203,3775-bec4394c,Bayview Road,14
95B-203,4331-dbf6afd7,Easton Park Parade,15
95B-203,3777-ac1112c0,Elliott Avenue,16
95B-203,3873-a27af2f5,Hogans Road,17
95B-203,3875-7f281331,461 Glenfield Road,18
95B-203,4010-879b57fd,Glenfield Mall,19
95B-203,3883-bc470485,High Road,20
95B-203,3885-45741e02,Oruamo Domain,21
95B-203,3887-c636421d,Roberts Road,22
95B-203,3889-41f01a46,Coronation Road,23
95B-203,3891-c67c84fc,Speedy Crescent,24
95B-203,3893-d27746b8,McDowell Crescent,25
95B-203,3895-4f849362,Coroglen Avenue,26
95B-203,3897-3dcd3c1c,Pupuke Road,27
95B-203,3899-cec95e3b,Waratah Street,28
95B-203,3949-3e95acd9,Birkenhead Avenue,29
95B-203,3951-9f0b65bb,Aorangi Place,30
